id,similiar_items
3120963,"[[0.084898326979101768, 2925701], [0.076884308939919502, 3205725], [0.072240275642409729, 3286083], [0.07136680748713578, 3318393], [0.061305235356475044, 3303798], [0.061305235356475044, 2927121], [0.061305235356475044, 3129690], [0.061305235356475044, 3213781], [0.061305235356475044, 2927346], [0.061305235356475044, 3303879], [0.061305235356475044, 2956582], [0.060126137284930714, 3213739], [0.060126137284930714, 2963880], [0.060126137284930714, 3213811], [0.060126137284930714, 3256093], [0.060126137284930714, 3129708], [0.060126137284930714, 3304251], [0.060126137284930714, 2927766]]"
3120972,"[[0.12032406768260016, 3196083], [0.11589090370812051, 3197361], [0.11084602572949015, 2884038], [0.095157745214138792, 2887476], [0.091765285449979347, 3198300], [0.086662238178455364, 3182271], [0.077317872185935083, 3238238], [0.076283551456814244, 3194277], [0.074147350788511812, 2870823], [0.073905761432635803, 2883693], [0.070931440814338456, 3119340], [0.068637628055518665, 2884188], [0.068470644758331645, 3317787], [0.066728013241816375, 3125757], [0.066248097337060802, 3335994], [0.063772925204048064, 2872378], [0.063405860128706179, 3265714], [0.060311429125269968, 3207495]]"
3121068,"[[0.14941962694118993, 3291285], [0.13017115237163129, 3291276], [0.12402634686847311, 3291237], [0.12211143631040644, 3125718], [0.11454263156172784, 2900631], [0.10946403884206483, 3167745], [0.10946403884206483, 3167712], [0.10946403884206483, 3167283], [0.10946403884206483, 3167748], [0.10946403884206483, 3168174], [0.10946403884206483, 3168147], [0.10938228054473229, 3167613], [0.10926546581707594, 3168045], [0.10922547202745508, 3167787], [0.10922547202745508, 3168024], [0.10922547202745508, 3167682], [0.10920170104175661, 3167547], [0.10920170104175661, 3167553]]"
3121080,"[[0.37414981940739367, 3307272], [0.37106219480995362, 3061902], [0.34002960905843166, 3307257], [0.28471627983859932, 3306957], [0.1950170136352633, 3199071], [0.1369006776026459, 3120735], [0.13594651823129508, 2978295], [0.13384827193926219, 3220477], [0.13327294171241513, 3129786], [0.12570528624318553, 2977225], [0.1239735746711331, 3227914], [0.12382497126979933, 2919646], [0.12293961739694437, 2943612], [0.12262207160462395, 3227902], [0.12229219045978507, 3221410], [0.12219773770945218, 3312204], [0.12188901664869264, 3218737], [0.12118754228058623, 3279811]]"
3121095,"[[0.066584090416806185, 2928281], [0.064263694820596962, 3166056], [0.058240878974946238, 3295875], [0.050407596401547877, 3312909], [0.047261161875347561, 2971825], [0.046133989337344299, 3291285], [0.046060927289810108, 3315249], [0.046007203395771246, 3312702], [0.045154875556270124, 3196956], [0.044635843726970589, 2864669], [0.044394447928412011, 3157659], [0.043630004962321625, 3313068], [0.043560223081454651, 3196755], [0.043222648790646363, 3291276], [0.042409679491522287, 3131349], [0.042330967048020765, 3196614], [0.041465096303240183, 2918426], [0.040924007545511051, 989687]]"
3121242,"[[0.12671205951727643, 3292977], [0.11042962687534139, 2942702], [0.10105364596274168, 2900631], [0.099128768972008521, 3305469], [0.070884399237976334, 2976765], [0.063107956828299061, 2900146], [0.056890851954079058, 2938392], [0.052404184716569546, 3317721], [0.051989948364135868, 3317688], [0.04769594097643301, 2943362], [0.043738694845669869, 3314970], [0.043297878606858693, 3120789], [0.042462249610796796, 3314904], [0.04156195453955331, 3126804], [0.039188009759549017, 3316038], [0.0383310830387101, 3055342], [0.037897854577342266, 3145323], [0.036328975206254659, 3146895]]"
3121269,"[[0.057785387520473103, 3234722], [0.057785387520473103, 3234731], [0.057785387520473103, 3234839], [0.05752987432114675, 3319230], [0.057223555130178336, 3291285], [0.053896964170737499, 3291276], [0.05067411882326605, 3291237], [0.05017678532722742, 3167283], [0.05017678532722742, 3167745], [0.050176785327227413, 3167712], [0.050176785327227413, 3167748], [0.050176785327227413, 3168174], [0.050176785327227413, 3168147], [0.050139308466539911, 3167613], [0.050085762228207452, 3168045], [0.050067429634074651, 3167787], [0.050067429634074651, 3168024], [0.050067429634074651, 3167682]]"
3121410,"[[1.0000000000000011, 3062375], [1.0000000000000011, 3255649], [1.0000000000000011, 2968135], [1.0000000000000011, 3118107], [1.0000000000000011, 3279403], [1.0000000000000011, 2998880], [1.0000000000000011, 3298104], [1.0000000000000011, 2940222], [1.0000000000000011, 3121410], [0.96679706294961509, 2940127], [0.96679706294961509, 3279346], [0.96679706294961509, 2999075], [0.96679706294961509, 3145911], [0.96679706294961509, 2905396], [0.96679706294961509, 3145932], [0.96679706294961509, 3298314], [0.96679706294961509, 3118125], [0.95096463666532927, 2944262]]"
3121437,"[[0.99999999999999944, 3298272], [0.99999999999999944, 3279409], [0.99999999999999944, 3279316], [0.99999999999999944, 3182766], [0.99999999999999944, 3255664], [0.99999999999999944, 3145968], [0.91511611613270361, 3298323], [0.27822492851198155, 3146001], [0.27822492851198155, 3062357], [0.27822492851198155, 3145842], [0.27822492851198155, 3062261], [0.27822492851198155, 3279331], [0.27822492851198155, 3058924], [0.27822492851198155, 3118260], [0.27822492851198155, 3118305], [0.26653898872803272, 3062375], [0.26653898872803272, 3279403], [0.26653898872803272, 3121410]]"
3121638,"[[0.25415344041052096, 3124011], [0.11595488361770083, 3163596], [0.084200342730429478, 177654], [0.072539566947672995, 3127674], [0.070030077806988014, 3128499], [0.069373681243060162, 3318453], [0.069233546225966461, 3318462], [0.069068617317268335, 3318423], [0.067663069765460368, 3060964], [0.066778698140342707, 3318456], [0.066637289386544882, 3154578], [0.060194780769115337, 3117681], [0.056482614561662078, 3310014], [0.056482614561662078, 3285084], [0.056022542293975026, 2943452], [0.056022542293975026, 2900781], [0.056007493981440309, 3390318], [0.05566519789201059, 2943197]]"
3121647,"[[0.07111826065473445, 3291285], [0.070696088183775943, 2997185], [0.068743694806938233, 3291276], [0.065703203318964773, 2892796], [0.065703203318964773, 2997075], [0.06451610220349023, 2875638], [0.064226718652415637, 2875633], [0.063381303685965604, 3291237], [0.061860199450285355, 2898511], [0.058399217607337371, 2874243], [0.056146671281181726, 3125718], [0.055842856406959893, 2978295], [0.05464369964662269, 3002728], [0.054362863271464341, 2898271], [0.054362863271464341, 2869138], [0.053628634992463536, 3250930], [0.052968952159008695, 3157641], [0.050909891339698615, 3057467]]"
3121887,"[[1.0000000000000004, 3121887], [1.0000000000000004, 3137574], [1.0000000000000004, 3056963], [1.0000000000000004, 2995720], [1.0000000000000004, 2983530], [1.0000000000000004, 2943227], [0.98721004021532999, 3255871], [0.97243171645258708, 3137229], [0.94447502171214814, 3387753], [0.17648533306799249, 3163434], [0.084261441847256174, 2990165], [0.083112403450584557, 2943212], [0.082979510307903806, 3387747], [0.081880155424213827, 3111747], [0.081880155424213827, 3056945], [0.080961537631709032, 3137238], [0.08076268465517733, 3255874], [0.057962831601544827, 3194811]]"
3121917,"[[0.69797338014201604, 3133803], [0.52839703285998185, 3317397], [0.12076297360925439, 3314970], [0.10906586979441636, 3314904], [0.10637287291479422, 3317688], [0.10565537946524949, 2976765], [0.096054747806322685, 3222085], [0.095377574385767508, 3136071], [0.088822809936282207, 3133659], [0.087399040428085217, 3152688], [0.086225630882085361, 2990025], [0.085815577998606563, 3314808], [0.083597996896803278, 2938472], [0.082650384396850865, 3126216], [0.079434231052128365, 3314928], [0.078646325198992048, 2976815], [0.078394691769590533, 523453], [0.078068669794926049, 3225409]]"
3121935,"[[0.1927021820788852, 3155610], [0.13147571248392054, 3124812], [0.10954082725005834, 3154662], [0.055776665555505284, 2985100], [0.045381512869547919, 3154686], [0.043336559536676797, 844828], [0.030332223100933434, 3260578], [0.029058355027593991, 3124647], [0.027554284222967327, 3162258], [0.026144867030507859, 2868788], [0.025101701848532474, 1000094], [0.024786359188325814, 3065427], [0.024616808921040834, 902242], [0.024449526999183027, 3290892], [0.023335783540749354, 3314142], [0.023227041780208894, 3305736], [0.022991251418296797, 3056725], [0.022542864294187837, 3185076]]"
3121950,"[[0.99999999999999933, 3121950], [0.80689049579063499, 3056989], [0.69782795700953459, 2992405], [0.49355047437460753, 3010158], [0.47288472949481708, 2943257], [0.42588835357430638, 3387741], [0.42238005091993497, 3137310], [0.35053489761062867, 3310197], [0.35053489761062867, 3281347], [0.35053489761062867, 3301716], [0.35053489761062867, 3255868], [0.33724427886840469, 3292017], [0.2284417726390662, 3168168], [0.04384820365013075, 2935077], [0.04384820365013075, 3008843], [0.043835427577420566, 3293082], [0.043546705396718191, 3135774], [0.042313873298285981, 2925471]]"
3122025,"[[0.20930018868752753, 3114525], [0.15066610463092783, 3114519], [0.1213895708314424, 3123792], [0.12084682038320776, 2888961], [0.1157596800187754, 3156879], [0.11381900227740545, 3314904], [0.1119435725973156, 3314928], [0.11132533684152836, 3204672], [0.10248092158151911, 3317688], [0.10128853667293382, 523453], [0.10097714335207207, 3314970], [0.09315115707531485, 740786], [0.091528412980831586, 265354], [0.091372853561583825, 3136071], [0.088758711859072859, 3060500], [0.088077057496472683, 3133596], [0.087808841278109076, 2889986], [0.084818928791685649, 3157641]]"
3122085,"[[0.063608560055235908, 3012998], [0.053265097433521646, 3125556], [0.046755238913854871, 3163032], [0.038701127488683144, 3167283], [0.038701127488683144, 3168174], [0.038701127488683144, 3167712], [0.038701127488683144, 3167745], [0.038701127488683144, 3167748], [0.038701127488683144, 3168147], [0.038672221755605911, 3167613], [0.03863092178426001, 3168045], [0.038616781937354613, 3167682], [0.038616781937354613, 3167787], [0.038616781937354613, 3168024], [0.038608377680049835, 3167547], [0.038608377680049835, 3167553], [0.038608377680049835, 3167634], [0.038303697833510141, 3167781]]"
3122106,"[[0.117156486906992, 3314142], [0.092910511967565682, 3125331], [0.067277721686605008, 3130215], [0.066847630381922402, 2971220], [0.060969339792186078, 3305073], [0.053958635119171053, 3126831], [0.053181378673320005, 3040253], [0.04858566670986568, 3040218], [0.046378676372714971, 3316965], [0.038343433379642647, 2963185], [0.035417005583629702, 3122418], [0.035053033988925432, 2912676], [0.034951383293549597, 2902541], [0.032462192616162656, 3199476], [0.031691747653939895, 3118869], [0.031253409345540183, 3122643], [0.030922327582932865, 3155610], [0.028794454095516776, 3065143]]"
3122418,"[[0.25260409314165394, 3126831], [0.13461237946176691, 3040218], [0.089778862420131084, 3065143], [0.079085122589354268, 3125331], [0.044159051060039471, 3024278], [0.038929032058055292, 3040253], [0.035417005583629702, 3122106], [0.033793221654099093, 3314142], [0.032758825057314513, 3182433], [0.031269324544977731, 3155610], [0.031158495055177583, 2870143], [0.028528719821356345, 3314847], [0.026785140077789257, 3185274], [0.026107032570236808, 3011688], [0.025402014628643155, 3130215], [0.024751138130742187, 3145323], [0.024554247456838207, 3293511], [0.024431763198290778, 3306960]]"
3122478,"[[0.096631260164455335, 3060516], [0.096570854934757616, 3060522], [0.0833374423571802, 3260608], [0.040862405376776066, 3260662], [0.040611376174799312, 3260830], [0.040459205467813404, 3260734], [0.039233546871902641, 3309276], [0.039085839022637257, 3201792], [0.03369384023364351, 3321261], [0.03369384023364351, 3056537], [0.03369384023364351, 3159993], [0.03369384023364351, 2928301], [0.03369384023364351, 3307482], [0.03369384023364351, 2940232], [0.03369384023364351, 2895721], [0.03369384023364351, 3311091], [0.03369384023364351, 3135780], [0.03369384023364351, 3224182]]"
3122490,"[[0.10010988690164137, 3157641], [0.09417858707559712, 3291285], [0.090264088616854032, 3291276], [0.083955467143769502, 3291237], [0.075805308378264227, 2875638], [0.075034519213893355, 3125718], [0.074491070779086482, 2875633], [0.074284451097575629, 2959497], [0.073790554009082854, 3120045], [0.072355149340730882, 3222085], [0.071266741195318881, 2874243], [0.070818006451148344, 2899896], [0.069972200300972343, 3057467], [0.069720486548296767, 2995995], [0.069343091565383153, 2903931], [0.068534998394471844, 2978295], [0.068454933199257287, 3059810], [0.067646890426803885, 3319230]]"
3122514,"[[0.57118638441303726, 3132141], [0.49608348898509069, 3149772], [0.11988430985353485, 3124167], [0.10613604582071698, 3226525], [0.099229303844315705, 3280024], [0.099209793534626445, 3219862], [0.099209793534626445, 3223633], [0.099181022476233116, 3223594], [0.099165112084631968, 3219850], [0.099146142545265326, 3219781], [0.099130248931147191, 3223657], [0.099130248931147191, 3219802], [0.098909790168856232, 3280072], [0.09890835975349288, 3280054], [0.09888326807140789, 3280030], [0.098870398185380126, 3220003], [0.098790253314622142, 3219886], [0.098790253314622142, 3220036]]"
3122568,"[[0.52991970332122107, 3379773], [0.099426764095123105, 3000173], [0.094173401880176602, 3132735], [0.090308610147154619, 2995945], [0.089985960743314844, 3287505], [0.088971804551135347, 3287502], [0.078635549616193429, 3157053], [0.078632977103727991, 3157014], [0.078560868169459896, 3156696], [0.078451729942948606, 3157503], [0.078451729942948606, 3157287], [0.078397110422171179, 3157080], [0.073747389355809004, 2959497], [0.071240187275435157, 2868813], [0.068841402001875704, 3193329], [0.06834584350164595, 3256807], [0.067789252985220774, 2904086], [0.067168107041173014, 2868818]]"
3122577,"[[0.065858729084444109, 2899896], [0.044604159664169973, 3125460], [0.043929342122456513, 3138999], [0.041719204772793179, 759787], [0.040747492803950236, 3056725], [0.038622002651510765, 3185283], [0.038616846599119167, 3317358], [0.038473164412516955, 3122595], [0.038137030432122215, 3308778], [0.038078391747144349, 3138927], [0.037678744430635805, 3222085], [0.03672305488911972, 3123120], [0.03620860173227506, 3060136], [0.036195081463578312, 3055352], [0.036176592637486051, 3319230], [0.035953132574787064, 3291285], [0.035839758273829701, 3060444], [0.035820652323841462, 3291276]]"
3122589,"[[0.077193509322358328, 3211390], [0.051452030938846677, 3318639], [0.039141303454470179, 2963800], [0.035379429848738812, 3295845], [0.033679638864747466, 3157848], [0.033679638864747466, 3131895], [0.033679638864747466, 3235988], [0.033679638864747466, 2955362], [0.033679638864747466, 3311187], [0.033679638864747466, 2921656], [0.033679638864747466, 2970115], [0.033424344024669247, 3032673], [0.033424344024669247, 2887886], [0.033424344024669247, 2887491], [0.033424344024669247, 3128502], [0.033424344024669247, 3001668], [0.033424344024669247, 3208704], [0.033054145287611233, 3311226]]"
3122595,"[[0.15090128060506974, 3291285], [0.14684397434508495, 3011688], [0.12044131589693974, 3054557], [0.11867656677453425, 3291237], [0.11866338777052796, 3291276], [0.11743644506976755, 3125718], [0.11523863861911662, 2912651], [0.11397907608634583, 3150063], [0.11387898126082771, 3150198], [0.11318368181920735, 3150177], [0.11310346440475144, 3149901], [0.11310346440475144, 3150090], [0.10729834270753655, 2870438], [0.10658323514776742, 3150636], [0.10658323514776742, 3152304], [0.10636545355184965, 3152136], [0.10636545355184965, 3152349], [0.10635163347950548, 2959497]]"
3122622,"[[0.12059983775076291, 3291285], [0.11965824217793469, 3219490], [0.11456289251322183, 3291276], [0.11186294882524618, 3330738], [0.10687189376543044, 3291237], [0.098636567909239109, 3137202], [0.096043900731684589, 2875638], [0.094729721077868784, 2875633], [0.094169063252117824, 3155493], [0.094169063252117824, 3155166], [0.092330827939801102, 2922646], [0.091130461101627341, 3319230], [0.090948133143635687, 3155346], [0.090644585373736167, 2874243], [0.088163223736522772, 3125718], [0.08594207511427944, 3027608], [0.085174984358753369, 3168147], [0.085174984358753369, 3167745]]"
3122643,"[[0.059362708590582583, 2903616], [0.046034234421875819, 2912366], [0.039169391610477777, 2902171], [0.038876246069006248, 3132216], [0.036303027384744953, 2903171], [0.036196015457937915, 3182433], [0.036074986217240403, 2903456], [0.035449056448328062, 3040218], [0.035100465625759407, 2899076], [0.035058218706190136, 2903976], [0.035032567375031742, 2909451], [0.033819214505052458, 3065277], [0.032949087306157671, 3314142], [0.032568943461922253, 2897756], [0.032436063444232874, 2912676], [0.031785228093411173, 3146409], [0.031253409345540183, 3122106], [0.030957382461037526, 3138888]]"
3122718,"[[0.086210431970061049, 3035898], [0.074367278848250923, 221679], [0.071615515954119843, 3125388], [0.059985269405949691, 2905301], [0.056700525829319864, 2987225], [0.05049908711989342, 3181695], [0.04999903777061801, 3298329], [0.049193822985794534, 3334959], [0.048674850643240515, 3334935], [0.048398346482805624, 3134334], [0.047943684262954887, 3334893], [0.045301379382438854, 3335052], [0.045262077379468711, 3155166], [0.045262077379468711, 3155493], [0.045227223809627508, 3335841], [0.045183043488956603, 3335109], [0.044292058989110983, 3128490], [0.043730302315673555, 3293508]]"
3122793,"[[1.0, 3315132], [1.0, 3122793], [1.0, 2950247], [1.0, 2904246], [0.94953761054383645, 2950422], [0.94727118314219594, 3259006], [0.94141679134651801, 3311232], [0.087906165013072968, 2972895], [0.087278530694492054, 2867848], [0.070583587543766563, 3118242], [0.070118862460237019, 3065387], [0.069227272290588088, 3114264], [0.068437026550319816, 3064877], [0.065365013286656184, 3324885], [0.063473422245441793, 2968145], [0.06232654717729505, 2967985], [0.060738785549825237, 3065403], [0.058334680070938984, 597929]]"
3122868,"[[0.23646390253356792, 2958017], [0.046019120741214066, 3315150], [0.043763989486643833, 3137100], [0.042805163972294343, 3315093], [0.03559880803480632, 3313182], [0.034151788710845836, 3305127], [0.031832451157310739, 2898316], [0.029751648610591042, 2874108], [0.028077736697739084, 2871523], [0.026737816496932864, 3251740], [0.026592783181046211, 3251743], [0.026451447770264706, 3226936], [0.025488858805583853, 3312993], [0.022671547716214793, 3134511], [0.022142773189855677, 2894606], [0.021879553283751123, 3195963], [0.021670338243848411, 3195957], [0.021437908397244861, 3060330]]"
3123120,"[[0.10247227607148325, 3129555], [0.08434949817719109, 3226525], [0.080672650039495294, 3157881], [0.079971655647677012, 3280024], [0.079955931746494555, 3223633], [0.079955931746494555, 3219862], [0.079932744350379545, 3223594], [0.079919921723302159, 3219850], [0.079904633643962164, 3219781], [0.079891824538324926, 3219802], [0.079891824538324926, 3223657], [0.07971415069058628, 3280072], [0.079712997879063469, 3280054], [0.079692775794643067, 3280030], [0.079682403595567081, 3220003], [0.079617812615303457, 3219886], [0.079617812615303457, 3220036], [0.079581020083944132, 3223696]]"
3123132,"[[0.35669689216566508, 3108858], [0.3315967944751354, 3219931], [0.3315967944751354, 3219523], [0.3315967944751354, 3219913], [0.3315967944751354, 3219517], [0.27674360878531373, 3132567], [0.25101757451014811, 3136302], [0.23125887963596489, 3140208], [0.22600582952585957, 3319761], [0.091186427259802361, 3258877], [0.091186427259802361, 3258841], [0.091171135701015857, 3258763], [0.088943952024721037, 3200868], [0.085702288444418351, 3195894], [0.081167237692317123, 3198000], [0.077313727791798043, 3291285], [0.077289774473733586, 3226525], [0.076720969853819959, 3150063]]"
3123135,"[[0.1702433085029558, 3236429], [0.14041470401035105, 3010778], [0.083541273359178977, 3336177], [0.081503568715254493, 3336150], [0.0796936684836414, 3336159], [0.060385494822439559, 3320388], [0.046793742193421362, 2962257], [0.044970737970914186, 3260581], [0.038942885218121545, 3208110], [0.03723406399825125, 179325], [0.036025602853998133, 3319056], [0.035446081422836548, 3314610], [0.034967147872894677, 63064], [0.034653412186847289, 63061], [0.034043022297597071, 3315081], [0.033662264934338798, 2888506], [0.033478014159635493, 3327483], [0.032967436571846566, 63066]]"
3123303,"[[0.17506079573882916, 3128490], [0.17112932453346541, 3226525], [0.15484916778223562, 3280024], [0.15481872158235796, 3223633], [0.15481872158235796, 3219862], [0.15477382381248739, 3223594], [0.1547489953515078, 3219850], [0.15471939303374144, 3219781], [0.15469459075433517, 3223657], [0.15469459075433517, 3219802], [0.15435056076975898, 3280072], [0.15434832858007291, 3280054], [0.15430917254512569, 3280030], [0.15428908884944667, 3220003], [0.15416402129320977, 3220036], [0.15416402129320977, 3219886], [0.15409277989129752, 3223696], [0.15406827769296105, 3223687]]"
3123408,"[[0.050026493201713804, 3163569], [0.04787228760006302, 3163521], [0.047528955546639079, 3163473], [0.047063550479500907, 2943547], [0.046515424117404412, 3259105], [0.046371032532988098, 3161550], [0.042649311903285615, 2944657], [0.042649311903285615, 2924986], [0.042649311903285615, 3311022], [0.042649311903285615, 2955827], [0.042649311903285615, 3149205], [0.042265074993086772, 3259114], [0.040815719790084325, 3259096], [0.040812266616450356, 3008423], [0.040443358396680736, 3206271], [0.040301547069217881, 989687], [0.039755767185048571, 3131154], [0.039755767185048571, 3311253]]"
3123438,"[[0.052386836103287975, 3135774], [0.051886642109371141, 3291276], [0.050338457249742036, 3291285], [0.049489148816629164, 3260539], [0.047369191148125024, 3311946], [0.046545782479424785, 2874243], [0.045613759888989872, 3291237], [0.042999654636312258, 3117777], [0.042416874021240177, 3168174], [0.042416874021240177, 3168147], [0.042416874021240177, 3167712], [0.042416874021240177, 3167745], [0.042416874021240177, 3167748], [0.042416874021240177, 3167283], [0.042385193010427577, 3167613], [0.042339927774106695, 3168045], [0.042324430341763385, 3168024], [0.042324430341763385, 3167787]]"
3123504,"[[0.09646593624615496, 3265330], [0.095842072703137743, 3253930], [0.081622798946721337, 3139767], [0.073388001867666308, 3311112], [0.072907445565975296, 3139146], [0.072624802761331736, 3336585], [0.065082158441361948, 3314847], [0.063655422652985266, 3152907], [0.063655422652985266, 3154086], [0.059550658631189864, 379120], [0.058541479238765334, 3152673], [0.058541479238765334, 3154008], [0.058541479238765334, 3153945], [0.058473249748092093, 3153936], [0.058473249748092093, 3153876], [0.058473249748092093, 3154104], [0.058464409096203936, 3152889], [0.058455822558325168, 3152745]]"
3123579,"[[0.97028097905047117, 3257728], [0.97028097905047117, 3256891], [0.97028097905047117, 2928946], [0.97028097905047117, 3182340], [0.96831853130356149, 3321069], [0.96831853130356149, 3160416], [0.96831853130356149, 2928081], [0.96831853130356149, 3310869], [0.96831853130356149, 2940102], [0.96831853130356149, 3148749], [0.96831853130356149, 2902296], [0.96831853130356149, 3227935], [0.96831853130356149, 3056433], [0.93558460830516788, 3123588], [0.93558460830516788, 2895881], [0.91743844932282925, 2940137], [0.91743844932282925, 2928096], [0.91743844932282925, 3321078]]"
3123588,"[[0.99999999999999867, 2895881], [0.97005125388615432, 2928951], [0.97005125388615432, 3257737], [0.97005125388615432, 3182349], [0.97005125388615432, 3256897], [0.96809147968407228, 3310890], [0.96809147968407228, 2928096], [0.96809147968407228, 2902301], [0.96809147968407228, 3138861], [0.96809147968407228, 3160443], [0.96809147968407228, 3135726], [0.96809147968407228, 2940137], [0.96809147968407228, 3321078], [0.95508958615085304, 3182856], [0.93558460830516788, 3123579], [0.91806273293428775, 3056433], [0.91806273293428775, 2902296], [0.91806273293428775, 2940102]]"
3123624,"[[0.99999999999999867, 3123624], [0.98444677630835964, 3228013], [0.98444677630835964, 3135909], [0.98444677630835964, 3133968], [0.98444677630835964, 2895706], [0.98444677630835964, 3159975], [0.98444677630835964, 3307473], [0.98444677630835964, 2928276], [0.98444677630835964, 3291417], [0.98444677630835964, 3135771], [0.98444677630835964, 3311064], [0.98444677630835964, 3321258], [0.9743027152465632, 3159750], [0.9743027152465632, 3182979], [0.97172760073317122, 3182400], [0.96665401596087475, 3258499], [0.95089355602657766, 3135780], [0.95089355602657766, 3159537]]"
3123792,"[[0.14583122096439782, 523453], [0.14180063339836821, 3314808], [0.13767790720285911, 3114519], [0.13692382017230795, 265354], [0.1333790044326334, 3314970], [0.1308630818655169, 3317688], [0.12835178143336121, 3314904], [0.12616494772958356, 3136071], [0.12507777459429051, 3060500], [0.12303921040713428, 740786], [0.1213895708314424, 3122025], [0.12055705394623729, 3059810], [0.11807258746939236, 3250936], [0.113927869557756, 3204879], [0.11268303761891123, 2888961], [0.11222015100998251, 3314928], [0.11207406306317547, 3157641], [0.11095086169847537, 3124011]]"
3123975,"[[0.90000596298534774, 3057467], [0.13931615298679689, 3291285], [0.13647318521122737, 3291276], [0.13505616469839563, 3226525], [0.12695379941156976, 3060152], [0.12561061451996794, 3150063], [0.12550030504058535, 3150198], [0.12473405045126787, 3150177], [0.12464564686816304, 3149901], [0.12464564686816304, 3150090], [0.12384809742078945, 3291237], [0.12212717397779967, 3150636], [0.12212717397779967, 3152304], [0.12187763144123714, 3152349], [0.12187763144123714, 3152136], [0.12131369604052333, 3150516], [0.12130047477479941, 3151815], [0.12125109387210417, 3152064]]"
3124011,"[[0.25415344041052096, 3121638], [0.1495793941327925, 177654], [0.1472271603258769, 3314904], [0.14082537557817021, 3314970], [0.13876148785459463, 3317688], [0.13856226399421445, 3128499], [0.13054995895547147, 3136071], [0.1209228212472791, 3156939], [0.11808848979103709, 3314928], [0.11440141510319629, 3060500], [0.1119063050338712, 3318453], [0.11095086169847537, 3123792], [0.1095075518552019, 3157641], [0.1085066925669655, 3318456], [0.10754928948127319, 2976815], [0.10736935795599906, 3314808], [0.10527790302725727, 265354], [0.10452968979493291, 3204879]]"
3124059,"[[0.10510374373334258, 3251023], [0.075468433570986149, 3306996], [0.067778857940821474, 3130542], [0.045229292210914505, 3222085], [0.041440980003777175, 3114534], [0.041316053255769314, 2889661], [0.03935824314646532, 3109941], [0.039010992881404388, 3114264], [0.037810665836547908, 3039563], [0.036021045636514384, 3250966], [0.035467285474543378, 3132129], [0.035377306010909791, 2911901], [0.034345952795560776, 3291285], [0.033952334454207769, 2922666], [0.032964318762802106, 206852], [0.032603317752000593, 3124167], [0.032178510386504953, 3291276], [0.03195153266148168, 3059846]]"
3124167,"[[0.12254443609721642, 3314970], [0.12005515309729249, 3291276], [0.11988430985353485, 3122514], [0.11739830241462398, 3291285], [0.11180890123660116, 3059810], [0.10924156693071979, 3314904], [0.10679361974816591, 3317688], [0.10267740027316569, 3291237], [0.098701550670721366, 3149772], [0.098163727206077245, 3314808], [0.096906020372423948, 3060500], [0.09644404015915016, 2911901], [0.095003182042563847, 3204879], [0.093748628334257358, 3132141], [0.093376454519562918, 2875638], [0.092101643893909374, 3125718], [0.091993910449137919, 2875633], [0.091271604228236394, 3057467]]"
3124191,"[[0.072338766515466071, 2935652], [0.0657105191709558, 3291285], [0.056386090153515575, 2959497], [0.055700843501845371, 3319230], [0.053416685924837101, 3125718], [0.051237087142787158, 3291237], [0.049425068198529806, 2869018], [0.049425068198529806, 3007603], [0.049425068198529806, 2899111], [0.048982194989499142, 3336000], [0.048779489191824218, 3291276], [0.048664987259257206, 2975455], [0.048664987259257206, 3118995], [0.048664987259257206, 2992325], [0.048664987259257206, 3029123], [0.048304568093903051, 2992340], [0.048304568093903051, 2975465], [0.048304568093903051, 3119022]]"
3124302,"[[0.78728937207561345, 3124317], [0.77836797354829712, 3129828], [0.087396553740175076, 3291285], [0.083512963207174773, 3291276], [0.080358687720340924, 3222085], [0.077156313487733885, 3291237], [0.068826427851543706, 3125718], [0.068755811801189962, 2875638], [0.067567706837119282, 2875633], [0.066936627785161948, 2874243], [0.06665489295860838, 3167283], [0.06665489295860838, 3168174], [0.06665489295860838, 3167712], [0.06665489295860838, 3168147], [0.06665489295860838, 3167745], [0.06665489295860838, 3167748], [0.066605108658532974, 3167613], [0.06653397778075533, 3168045]]"
3124317,"[[0.78728937207561345, 3124302], [0.7611317991140385, 3129828], [0.062154184027195247, 3222085], [0.053628784202232695, 3324885], [0.052454322876462518, 3120045], [0.050073042465683053, 3195330], [0.046411271646521306, 3193599], [0.045579929692953686, 2911901], [0.04490319285888926, 3122490], [0.043752796437477863, 3061596], [0.043342730184601094, 3133596], [0.043150405666752198, 2925471], [0.042513686179012231, 3114183], [0.041739826430755807, 3375219], [0.04111472736163016, 3152688], [0.041102978953718915, 2998630], [0.040680049990083816, 3382431], [0.038753601761621639, 3114519]]"
3124614,"[[0.087481257595790896, 3308553], [0.08389306080332741, 2887476], [0.083638292110707876, 3291276], [0.082176499903821795, 3291285], [0.076751296934101695, 2884038], [0.07406645526333494, 3291237], [0.067452151797034038, 3182271], [0.066540002629556533, 3119340], [0.066339484933902501, 2875638], [0.065193774359158879, 2875633], [0.064877457966947577, 2976870], [0.062858613648682393, 3195576], [0.06261625045269284, 2874243], [0.062374737632066315, 2980500], [0.061589525559883576, 3060596], [0.060981100605607984, 2883693], [0.060823809457047059, 3125718], [0.060804587453237496, 3060176]]"
